word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2
panel,It was an instrument panel,It was an advisory panel,FALSE,Polysemy,instrument,advisory,M1_b_M2_a,N,15,15,0,4,1290994449,0372277975,0117012918,0645497224,M1_b,M2_a
panel,It was an instrument panel,It was a consumer panel,FALSE,Polysemy,instrument,consumer,M1_b_M2_b,N,1076923077,1,0076923077,13,1255755978,0205780923,0096011698,0348284044,M1_b,M2_b
panel,It was a control panel,It was an instrument panel,TRUE,Polysemy,control,instrument,M1_a_M1_b,N,18,2,02,20,1576137851,0077652931,0066153884,0352435138,M1_a,M1_b
panel,It was an advisory panel,It was a consumer panel,TRUE,Polysemy,advisory,consumer,M2_a_M2_b,N,3,3,0,12,0953462589,0307659984,0109875023,0275240941,M2_a,M2_b
passage,It was a secret passage,It was a literary passage,FALSE,Polysemy,secret,literary,M1_a_M2_a,N,01,0,01,10,0316227766,0351558268,007680124,01,M1_a,M2_a
passage,It was a secret passage,It was a biblical passage,FALSE,Polysemy,secret,biblical,M1_a_M2_b,N,0428571429,0,0428571429,14,0513552591,0417132974,0097741723,0137252703,M1_a,M2_b
passage,It was a narrow passage,It was a literary passage,FALSE,Polysemy,narrow,literary,M1_b_M2_a,N,0888888889,1,0111111111,9,1054092553,0418398261,00909217,0351364184,M1_b,M2_a
passage,It was a narrow passage,It was a biblical passage,FALSE,Polysemy,narrow,biblical,M1_b_M2_b,N,0230769231,0,0230769231,13,059914469,045705986,0074587941,0166172838,M1_b,M2_b
passage,It was a secret passage,It was a narrow passage,TRUE,Polysemy,secret,narrow,M1_a_M1_b,N,3692307692,4,0307692308,13,0630425172,0096275568,0074709654,0174848483,M1_a,M1_b
passage,It was a literary passage,It was a biblical passage,TRUE,Polysemy,literary,biblical,M2_a_M2_b,N,3611111111,4,0388888889,18,0978527639,0191856861,0039234698,0230641176,M2_a,M2_b
pen,She penned her animals,She penned her memoirs,FALSE,Homonymy,animals,memoirs,M1_a_M2_a,V,04,0,04,10,0516397779,0464779556,0138799191,0163299316,M1_a,M2_a
pen,She penned her animals,She penned her thoughts,FALSE,Homonymy,animals,thoughts,M1_a_M2_b,V,0545454545,0,0545454545,11,1035725481,0322282195,0094427526,0312282982,M1_a,M2_b
pen,She penned her livestock,She penned her memoirs,FALSE,Homonymy,livestock,memoirs,M1_b_M2_a,V,0647058824,0,0647058824,17,0996316746,0480618358,0185153425,0241642305,M1_b,M2_a
pen,She penned her livestock,She penned her thoughts,FALSE,Homonymy,livestock,thoughts,M1_b_M2_b,V,05,0,05,12,0797724035,0354411125,0140421927,0230283093,M1_b,M2_b
pen,She penned her animals,She penned her livestock,TRUE,Homonymy,animals,livestock,M1_a_M1_b,V,3529411765,4,0470588235,17,1067570083,0078797758,003989011,0258923777,M1_a,M1_b
pen,She penned her memoirs,She penned her thoughts,TRUE,Homonymy,memoirs,thoughts,M2_a_M2_b,V,33,4,07,10,1159501809,0447730839,0078773856,0366666667,M2_a,M2_b
perch,It was a tasty perch,It was a lofty perch,FALSE,Homonymy,tasty,lofty,M1_a_M2_a,N,0666666667,1,0333333333,9,0707106781,0161617517,0047499657,023570226,M1_a,M2_a
perch,It was a tasty perch,It was a secure perch,FALSE,Homonymy,tasty,secure,M1_a_M2_b,N,06,0,06,5,0894427191,0173960328,00516572,04,M1_a,M2_b
perch,It was a freshwater perch,It was a lofty perch,FALSE,Homonymy,freshwater,lofty,M1_b_M2_a,N,13125,1,03125,16,1447699324,0316257119,0119325459,0361924831,M1_b,M2_a
perch,It was a freshwater perch,It was a secure perch,FALSE,Homonymy,freshwater,secure,M1_b_M2_b,N,1666666667,2,0333333333,15,1290994449,0333974421,0116146207,0333333333,M1_b,M2_b
perch,It was a tasty perch,It was a freshwater perch,TRUE,Homonymy,tasty,freshwater,M1_a_M1_b,N,225,25,025,12,1602554779,0188228965,0107634246,0462617716,M1_a,M1_b
perch,It was a lofty perch,It was a secure perch,TRUE,Homonymy,lofty,secure,M2_a_M2_b,N,25,3,05,20,1504379571,0115147412,0025611639,0336389499,M2_a,M2_b
pick,He picked his coffee,He picked his scab,FALSE,Polysemy,coffee,scab,M1_a_M2_a,V,0733333333,1,0266666667,15,0798808637,015991509,0086674511,0206251503,M1_a,M2_a
pick,He picked his coffee,He picked his nose,FALSE,Polysemy,coffee,nose,M1_a_M2_b,V,0538461538,0,0538461538,13,0877058019,0211315513,0101501822,0243252128,M1_a,M2_b
pick,He picked his dinner,He picked his scab,FALSE,Polysemy,dinner,scab,M1_b_M2_a,V,0894736842,1,0105263158,19,087526103,0291501582,0093960941,0200798652,M1_b,M2_a
pick,He picked his dinner,He picked his nose,FALSE,Polysemy,dinner,nose,M1_b_M2_b,V,0583333333,0,0583333333,12,1164500153,0366639793,0109284937,0336162238,M1_b,M2_b
pick,He picked his coffee,He picked his dinner,TRUE,Polysemy,coffee,dinner,M1_a_M1_b,V,3428571429,4,0571428571,7,0786795792,0221626163,006498313,0297380857,M1_a,M1_b
pick,He picked his scab,He picked his nose,TRUE,Polysemy,scab,nose,M2_a_M2_b,V,3636363636,4,0363636364,11,0504524979,0156949222,0058389723,0152120005,M2_a,M2_b
pitcher,He saw the fast pitcher,He saw the glass pitcher,FALSE,Homonymy,fast,glass,M1_a_M2_a,N,0071428571,0,0071428571,14,0267261242,0448589623,0058187366,0071428571,M1_a,M2_a
pitcher,He saw the fast pitcher,He saw the plastic pitcher,FALSE,Homonymy,fast,plastic,M1_a_M2_b,N,0307692308,0,0307692308,13,0630425172,0352484643,0079657257,0174848483,M1_a,M2_b
pitcher,He saw the right handed pitcher,He saw the glass pitcher,FALSE,Homonymy,right handed,glass,M1_b_M2_a,N,04,0,04,15,0828078671,0560444891,0070770621,0213808994,M1_b,M2_a
pitcher,He saw the right handed pitcher,He saw the plastic pitcher,FALSE,Homonymy,right handed,plastic,M1_b_M2_b,N,0153846154,0,0153846154,13,0375533808,0553768069,0083898902,0104154339,M1_b,M2_b
pitcher,He saw the fast pitcher,He saw the right handed pitcher,TRUE,Homonymy,fast,right handed,M1_a_M1_b,N,3785714286,4,0214285714,14,0425815314,0514390618,0066372216,011380393,M1_a,M1_b
pitcher,He saw the glass pitcher,He saw the plastic pitcher,TRUE,Homonymy,glass,plastic,M2_a_M2_b,N,35,4,05,8,1414213562,0054722905,0028729558,05,M2_a,M2_b
poach,She poached the deer,She poached the eggs,FALSE,Homonymy,deer,eggs,M1_a_M2_a,V,0833333333,05,0333333333,12,0937436867,0177143097,0146079957,0270614714,M1_a,M2_a
poach,She poached the deer,She poached the vegetables,FALSE,Homonymy,deer,vegetables,M1_a_M2_b,V,1363636364,1,0363636364,11,1433368569,020310396,0146395802,0432176885,M1_a,M2_b
poach,She poached the bear,She poached the eggs,FALSE,Homonymy,bear,eggs,M1_b_M2_a,V,0571428571,0,0571428571,7,0786795792,0195071042,010395509,0297380857,M1_b,M2_a
poach,She poached the bear,She poached the vegetables,FALSE,Homonymy,bear,vegetables,M1_b_M2_b,V,05,0,05,14,0940539943,0273703039,0119645,0251369873,M1_b,M2_b
poach,She poached the deer,She poached the bear,TRUE,Homonymy,deer,bear,M1_a_M1_b,V,3842105263,4,0157894737,19,0688247202,0075741172,0030859768,0157894737,M1_a,M1_b
poach,She poached the eggs,She poached the vegetables,TRUE,Homonymy,eggs,vegetables,M2_a_M2_b,V,3142857143,3,0142857143,14,0864437822,0094468653,0037650466,0231030726,M2_a,M2_b
port,It was a windy port,It was a delicious port,FALSE,Homonymy,windy,delicious,M1_a_M2_a,N,02,0,02,5,0447213595,0225065172,0076441467,02,M1_a,M2_a
port,It was a windy port,It was a sweet port,FALSE,Homonymy,windy,sweet,M1_a_M2_b,N,15,15,0,16,1264911064,0230878294,0060819387,0316227766,M1_a,M2_b
port,It was a seaside port,It was a delicious port,FALSE,Homonymy,seaside,delicious,M1_b_M2_a,N,0538461538,0,0538461538,13,0660225292,0208070636,0083219051,0183113549,M1_b,M2_a
port,It was a seaside port,It was a sweet port,FALSE,Homonymy,seaside,sweet,M1_b_M2_b,N,14375,15,00625,16,1209338662,0214503407,0070518613,0302334666,M1_b,M2_b
port,It was a windy port,It was a seaside port,TRUE,Homonymy,windy,seaside,M1_a_M1_b,N,3416666667,4,0583333333,12,099620492,0160221756,0081309736,0287579589,M1_a,M1_b
port,It was a delicious port,It was a sweet port,TRUE,Homonymy,delicious,sweet,M2_a_M2_b,N,3,3,0,15,1362770288,006746316,0034573555,0351865775,M2_a,M2_b
position,He was in a distinguished position,He was in a fetal position,FALSE,Polysemy,distinguished,fetal,M1_a_M2_a,N,1071428571,1,0071428571,14,0997248963,0472413003,0116409481,0266525996,M1_a,M2_a
position,He was in a distinguished position,He was in a yoga position,FALSE,Polysemy,distinguished,yoga,M1_a_M2_b,N,1,1,0,15,0845154255,0377835095,0123289764,021821789,M1_a,M2_b
position,He was in a prominent position,He was in a fetal position,FALSE,Polysemy,prominent,fetal,M1_b_M2_a,N,0888888889,1,0111111111,9,0927960727,0421254575,0099252403,0309320242,M1_b,M2_a
position,He was in a prominent position,He was in a yoga position,FALSE,Polysemy,prominent,yoga,M1_b_M2_b,N,0923076923,1,0076923077,13,111516355,0326377571,0100645661,030929072,M1_b,M2_b
position,He was in a distinguished position,He was in a prominent position,TRUE,Polysemy,distinguished,prominent,M1_a_M1_b,N,3666666667,4,0333333333,12,0651338947,0094648838,0045653522,0188025358,M1_a,M1_b
position,He was in a fetal position,He was in a yoga position,TRUE,Polysemy,fetal,yoga,M2_a_M2_b,N,35,4,05,14,1160238702,0231586754,0059286058,0310086836,M2_a,M2_b
post,It was a wooden post,It was a teaching post,FALSE,Homonymy,wooden,teaching,M1_a_M2_a,N,1,1,0,14,1109400392,0234244347,0113972306,0296499727,M1_a,M2_a
post,It was a wooden post,It was a challenging post,FALSE,Homonymy,wooden,challenging,M1_a_M2_b,N,0375,0,0375,16,0619139187,0320349455,0108090639,0154784797,M1_a,M2_b
post,It was a fence post,It was a teaching post,FALSE,Homonymy,fence,teaching,M1_b_M2_a,N,0583333333,0,0583333333,12,0792961461,0295176446,0096424758,0228908257,M1_b,M2_a
post,It was a fence post,It was a challenging post,FALSE,Homonymy,fence,challenging,M1_b_M2_b,N,1083333333,1,0083333333,12,0900336637,0404846311,0108451903,02599048,M1_b,M2_b
post,It was a wooden post,It was a fence post,TRUE,Homonymy,wooden,fence,M1_a_M1_b,N,3833333333,4,0166666667,12,0577350269,0137798846,0066809416,0166666667,M1_a,M1_b
post,It was a teaching post,It was a challenging post,TRUE,Homonymy,teaching,challenging,M2_a_M2_b,N,1363636364,1,0363636364,11,1120064933,0205013216,0096061766,0337712284,M2_a,M2_b
punch,He had the alcoholic punch,He had the strongest punch,FALSE,Homonymy,alcoholic,strongest,M1_a_M2_a,N,0428571429,0,0428571429,14,1157868447,038242346,0173151553,0309453359,M1_a,M2_a
punch,He had the alcoholic punch,He had the quickest punch,FALSE,Homonymy,alcoholic,quickest,M1_a_M2_b,N,0222222222,0,0222222222,9,0440958552,0408398867,0199571908,0146986184,M1_a,M2_b
punch,He had the fruit punch,He had the strongest punch,FALSE,Homonymy,fruit,strongest,M1_b_M2_a,N,01,0,01,10,0316227766,0439917147,0173324049,01,M1_b,M2_a
punch,He had the fruit punch,He had the quickest punch,FALSE,Homonymy,fruit,quickest,M1_b_M2_b,N,0142857143,0,0142857143,14,036313652,0450152278,0186375141,0097052317,M1_b,M2_b
punch,He had the alcoholic punch,He had the fruit punch,TRUE,Homonymy,alcoholic,fruit,M1_a_M1_b,N,3833333333,4,0166666667,12,0389249472,0247438788,0060580909,0112366644,M1_a,M1_b
punch,He had the strongest punch,He had the quickest punch,TRUE,Homonymy,strongest,quickest,M2_a_M2_b,N,3777777778,4,0222222222,18,0548318881,0060931325,0042283833,012924,M2_a,M2_b
pupil,She had a brilliant pupil,She had a dilated pupil,FALSE,Homonymy,brilliant,dilated,M1_a_M2_a,N,0714285714,0,0714285714,14,1437335753,0324471354,0164594412,0384144138,M1_a,M2_a
pupil,She had a brilliant pupil,She had a cloudy pupil,FALSE,Homonymy,brilliant,cloudy,M1_a_M2_b,N,025,0,025,8,046291005,0337472141,0157416463,0163663418,M1_a,M2_b
pupil,She had an interested pupil,She had a dilated pupil,FALSE,Homonymy,interested,dilated,M1_b_M2_a,N,0071428571,0,0071428571,14,0267261242,0343187094,0158673644,0071428571,M1_b,M2_a
pupil,She had an interested pupil,She had a cloudy pupil,FALSE,Homonymy,interested,cloudy,M1_b_M2_b,N,0153846154,0,0153846154,13,0375533808,0353193879,0220721304,0104154339,M1_b,M2_b
pupil,She had a brilliant pupil,She had an interested pupil,TRUE,Homonymy,brilliant,interested,M1_a_M1_b,N,3692307692,4,0307692308,13,0854850414,0116787791,0080570936,0237092846,M1_a,M1_b
pupil,She had a dilated pupil,She had a cloudy pupil,TRUE,Homonymy,dilated,cloudy,M2_a_M2_b,N,2333333333,3,0666666667,15,167616342,0115702033,0176072359,0432783534,M2_a,M2_b
push,He pushed the cocaine,He pushed the bed,FALSE,Polysemy,cocaine,bed,M1_a_M2_a,V,22,2,02,10,1229272594,0350416481,01085428,0388730126,M1_a,M2_a
push,He pushed the cocaine,He pushed the desk,FALSE,Polysemy,cocaine,desk,M1_a_M2_b,V,1071428571,1,0071428571,14,0916874768,03361094,0121903241,0245045089,M1_a,M2_b
push,He pushed the drugs,He pushed the bed,FALSE,Polysemy,drugs,bed,M1_b_M2_a,V,0846153846,1,0153846154,13,0554700196,0363268316,0127490759,0153846154,M1_b,M2_a
push,He pushed the drugs,He pushed the desk,FALSE,Polysemy,drugs,desk,M1_b_M2_b,V,0842105263,0,0842105263,19,1067872126,0401321113,013549304,0244986667,M1_b,M2_b
push,He pushed the cocaine,He pushed the drugs,TRUE,Polysemy,cocaine,drugs,M1_a_M1_b,V,3857142857,4,0142857143,14,036313652,0217148781,005676192,0097052317,M1_a,M1_b
push,He pushed the bed,He pushed the desk,TRUE,Polysemy,bed,desk,M2_a_M2_b,V,4,4,0,7,0,0094742,0052688241,0,M2_a,M2_b
racket,That was a loud racket,That was a badminton racket,FALSE,Homonymy,loud,badminton,M1_a_M2_a,N,0125,0,0125,16,0341565026,0286288083,0088480949,0085391256,M1_a,M2_a
racket,That was a loud racket,That was a tennis racket,FALSE,Homonymy,loud,tennis,M1_a_M2_b,N,0176470588,0,0176470588,17,052859414,0298933864,0102135122,012820291,M1_a,M2_b
racket,That was an annoying racket,That was a badminton racket,FALSE,Homonymy,annoying,badminton,M1_b_M2_a,N,0166666667,0,0166666667,12,0389249472,0262139261,0062753677,0112366644,M1_b,M2_a
racket,That was an annoying racket,That was a tennis racket,FALSE,Homonymy,annoying,tennis,M1_b_M2_b,N,0,0,0,7,0,0295964241,0070475042,0,M1_b,M2_b
racket,That was a loud racket,That was an annoying racket,TRUE,Homonymy,loud,annoying,M1_a_M1_b,N,3384615385,4,0615384615,13,0960768923,016136986,0049786985,0266469355,M1_a,M1_b
racket,That was a badminton racket,That was a tennis racket,TRUE,Homonymy,badminton,tennis,M2_a_M2_b,N,3666666667,4,0333333333,12,0492365964,0044394433,0016634107,0142133811,M2_a,M2_b
rock,He liked electronic rock,He liked limestone rock,FALSE,Homonymy,electronic,limestone,M1_a_M2_a,N,0666666667,0,0666666667,12,123091491,0288080692,0106014252,0355334527,M1_a,M2_a
rock,He liked electronic rock,He liked granite rock,FALSE,Homonymy,electronic,granite,M1_a_M2_b,N,0181818182,0,0181818182,11,0404519917,0303245485,0111593366,0121967344,M1_a,M2_b
rock,He liked alternative rock,He liked limestone rock,FALSE,Homonymy,alternative,limestone,M1_b_M2_a,N,0357142857,0,0357142857,14,1081817762,0328184485,0106030166,0289127959,M1_b,M2_a
rock,He liked alternative rock,He liked granite rock,FALSE,Homonymy,alternative,granite,M1_b_M2_b,N,0166666667,0,0166666667,18,0514495755,0344465852,0114727795,0121267813,M1_b,M2_b
rock,He liked electronic rock,He liked alternative rock,TRUE,Homonymy,electronic,alternative,M1_a_M1_b,N,3727272727,4,0272727273,11,0467099366,0065356612,0052857339,0140835758,M1_a,M1_b
rock,He liked limestone rock,He liked granite rock,TRUE,Homonymy,limestone,granite,M2_a_M2_b,N,4,4,0,11,0,0036675572,0009861112,0,M2_a,M2_b
run,She ran the marathon,She ran the shop,FALSE,Polysemy,marathon,shop,M1_a_M2_a,V,0583333333,0,0583333333,12,0792961461,0329861701,0181533337,0228908257,M1_a,M2_a
run,She ran the marathon,She ran the company,FALSE,Polysemy,marathon,company,M1_a_M2_b,V,0625,05,0125,8,0744023809,0332791328,0209793985,026305214,M1_a,M2_b
run,She ran the race,She ran the shop,FALSE,Polysemy,race,shop,M1_b_M2_a,V,0545454545,0,0545454545,22,0800432783,0293900847,0240969598,0170652843,M1_b,M2_a
run,She ran the race,She ran the company,FALSE,Polysemy,race,company,M1_b_M2_b,V,0625,05,0125,8,0744023809,0306116045,0213883042,026305214,M1_b,M2_b
run,She ran the marathon,She ran the race,TRUE,Polysemy,marathon,race,M1_a_M1_b,V,4,4,0,17,0,0190988779,0136221111,0,M1_a,M1_b
run,She ran the shop,She ran the company,TRUE,Polysemy,shop,company,M2_a_M2_b,V,4,4,0,10,0,0058786392,0086003184,0,M2_a,M2_b
sage,He saw the wise sage,He saw the fragrant sage,FALSE,Homonymy,wise,fragrant,M1_a_M2_a,N,0333333333,0,0333333333,12,0492365964,0329650939,0115150928,0142133811,M1_a,M2_a
sage,He saw the wise sage,He saw the bushy sage,FALSE,Homonymy,wise,bushy,M1_a_M2_b,N,0666666667,0,0666666667,15,1175139303,0336821139,0093836427,0303419663,M1_a,M2_b
sage,He saw the renowned sage,He saw the fragrant sage,FALSE,Homonymy,renowned,fragrant,M1_b_M2_a,N,045,0,045,20,0686332741,0376201749,0072128057,0153468666,M1_b,M2_a
sage,He saw the renowned sage,He saw the bushy sage,FALSE,Homonymy,renowned,bushy,M1_b_M2_b,N,0818181818,0,0818181818,11,1250454463,0394118071,0083328903,0377026206,M1_b,M2_b
sage,He saw the wise sage,He saw the renowned sage,TRUE,Homonymy,wise,renowned,M1_a_M1_b,N,3230769231,4,0769230769,13,1300887271,0123151422,0080750287,0360801212,M1_a,M1_b
sage,He saw the fragrant sage,He saw the bushy sage,TRUE,Homonymy,fragrant,bushy,M2_a_M2_b,N,25,3,05,6,0836660027,0041147172,0045371413,0341565026,M2_a,M2_b
scale,It was a fish scale,It was a music scale,FALSE,Homonymy,fish,music,M1_a_M2_a,N,0133333333,0,0133333333,15,0351865775,0177956939,0097080171,0090851353,M1_a,M2_a
scale,It was a fish scale,It was a major scale,FALSE,Homonymy,fish,major,M1_a_M2_b,N,0428571429,0,0428571429,7,0786795792,038500911,0134072304,0297380857,M1_a,M2_b
scale,It was a lizard scale,It was a music scale,FALSE,Homonymy,lizard,music,M1_b_M2_a,N,0222222222,0,0222222222,18,0732084498,027836597,0090644598,0172553971,M1_b,M2_a
scale,It was a lizard scale,It was a major scale,FALSE,Homonymy,lizard,major,M1_b_M2_b,N,0307692308,0,0307692308,13,0630425172,0436147988,0133900106,0174848483,M1_b,M2_b
scale,It was a fish scale,It was a lizard scale,TRUE,Homonymy,fish,lizard,M1_a_M1_b,N,35,4,05,14,0650443636,0110029995,0043736637,0173838374,M1_a,M1_b
scale,It was a music scale,It was a major scale,TRUE,Homonymy,music,major,M2_a_M2_b,N,25,3,05,10,1715938357,0334735692,0117534041,0542627353,M2_a,M2_b
scene,It was a touching scene,It was a nature scene,FALSE,Polysemy,touching,nature,M1_a_M2_a,N,2611111111,3,0388888889,18,1144752164,0314999282,0075829029,0269820673,M1_a,M2_a
scene,It was a touching scene,It was a panoramic scene,FALSE,Polysemy,touching,panoramic,M1_a_M2_b,N,2333333333,2,0333333333,9,1322875656,0218982518,005799669,0440958552,M1_a,M2_b
scene,It was a well acted scene,It was a nature scene,FALSE,Polysemy,well acted,nature,M1_b_M2_a,N,1636363636,1,0636363636,11,1120064933,0546362102,0057291746,0337712284,M1_b,M2_a
scene,It was a well acted scene,It was a panoramic scene,FALSE,Polysemy,well acted,panoramic,M1_b_M2_b,N,2090909091,2,0090909091,11,070064905,0569117695,0050116241,0211253637,M1_b,M2_b
scene,It was a touching scene,It was a well acted scene,TRUE,Polysemy,touching,well acted,M1_a_M1_b,N,3857142857,4,0142857143,14,036313652,0564268559,0083350897,0097052317,M1_a,M1_b
scene,It was a nature scene,It was a panoramic scene,TRUE,Polysemy,nature,panoramic,M2_a_M2_b,N,3714285714,4,0285714286,14,0611249846,021104008,0056977987,0163363393,M2_a,M2_b
seal,It was a gold seal,It was a circus seal,FALSE,Homonymy,gold,circus,M1_a_M2_a,N,02,0,02,10,0421637021,0121741474,0086809099,0133333333,M1_a,M2_a
seal,It was a gold seal,It was a trained seal,FALSE,Homonymy,gold,trained,M1_a_M2_b,N,07,0,07,10,133749351,0366402328,0091768205,0422952585,M1_a,M2_b
seal,It was a certified seal,It was a circus seal,FALSE,Homonymy,certified,circus,M1_b_M2_a,N,0090909091,0,0090909091,22,0294244943,0218169928,0110564947,0062733233,M1_b,M2_a
seal,It was a certified seal,It was a trained seal,FALSE,Homonymy,certified,trained,M1_b_M2_b,N,08,0,08,10,1229272594,0192974329,006107676,0388730126,M1_b,M2_b
seal,It was a gold seal,It was a certified seal,TRUE,Homonymy,gold,certified,M1_a_M1_b,N,3411764706,3,0411764706,17,0618346942,0262364924,0094911754,0149971162,M1_a,M1_b
seal,It was a circus seal,It was a trained seal,TRUE,Homonymy,circus,trained,M2_a_M2_b,N,3625,4,0375,8,1060660172,0280324876,0081836522,0375,M2_a,M2_b
serve,She served a pie,She served a summons,FALSE,Polysemy,pie,summons,M1_a_M2_a,V,1777777778,2,0222222222,9,156347192,0378617704,0183701873,0521157307,M1_a,M2_a
serve,She served a pie,She served a warrant,FALSE,Polysemy,pie,warrant,M1_a_M2_b,V,1,1,0,15,09258201,0549064308,0169079483,0239045722,M1_a,M2_b
serve,She served a lasagna,She served a summons,FALSE,Polysemy,lasagna,summons,M1_b_M2_a,V,14375,1,04375,16,1263262971,0403398216,0215635061,0315815743,M1_b,M2_a
serve,She served a lasagna,She served a warrant,FALSE,Polysemy,lasagna,warrant,M1_b_M2_b,V,1714285714,2,0285714286,7,1496026483,0531154156,0204917371,0565444861,M1_b,M2_b
serve,She served a pie,She served a lasagna,TRUE,Polysemy,pie,lasagna,M1_a_M1_b,V,4,4,0,16,0,014031893,0055636346,0,M1_a,M1_b
serve,She served a summons,She served a warrant,TRUE,Polysemy,summons,warrant,M2_a_M2_b,V,2928571429,35,0571428571,14,1268814451,0342206717,0056954086,0339104926,M2_a,M2_b
sing,The girl sang,The bird sang,FALSE,Polysemy,girl,bird,M1_a_M2_a,V,3705882353,4,0294117647,17,0469668218,0233257055,007061404,0113911275,M1_a,M2_a
sing,The girl sang,The cricket sang,FALSE,Polysemy,girl,cricket,M1_a_M2_b,V,2916666667,3,0083333333,12,099620492,0283290148,0129253685,0287579589,M1_a,M2_b
sing,The choir sang,The bird sang,FALSE,Polysemy,choir,bird,M1_b_M2_a,V,3444444444,4,0555555556,9,0881917104,0232686758,0081282616,0293972368,M1_b,M2_a
sing,The choir sang,The cricket sang,FALSE,Polysemy,choir,cricket,M1_b_M2_b,V,2875,3,0125,16,1147460965,0171961606,0138810694,0286865241,M1_b,M2_b
sing,The girl sang,The choir sang,TRUE,Polysemy,girl,choir,M1_a_M1_b,V,4,4,0,14,0,0205823958,0064520538,0,M1_a,M1_b
sing,The bird sang,The cricket sang,TRUE,Polysemy,bird,cricket,M2_a_M2_b,V,3777777778,4,0222222222,9,0440958552,0185122371,0078307152,0146986184,M2_a,M2_b
spill,He spilled the drink,He spilled the news,FALSE,Polysemy,drink,news,M1_a_M2_a,V,1111111111,1,0111111111,9,1166666667,0328452051,0127788305,0388888889,M1_a,M2_a
spill,He spilled the drink,He spilled the secret,FALSE,Polysemy,drink,secret,M1_a_M2_b,V,1631578947,2,0368421053,19,1011628298,0367769063,0098430336,0232083448,M1_a,M2_b
spill,He spilled the flour,He spilled the news,FALSE,Polysemy,flour,news,M1_b_M2_a,V,13125,15,01875,16,1302241657,032275182,0162538171,0325560414,M1_b,M2_a
spill,He spilled the flour,He spilled the secret,FALSE,Polysemy,flour,secret,M1_b_M2_b,V,1307692308,1,0307692308,13,1182131929,0395465255,0135237396,0327864406,M1_b,M2_b
spill,He spilled the drink,He spilled the flour,TRUE,Polysemy,drink,flour,M1_a_M1_b,V,3545454545,4,0454545455,11,1213559752,0165787518,0089100361,0365902033,M1_a,M1_b
spill,He spilled the news,He spilled the secret,TRUE,Polysemy,news,secret,M2_a_M2_b,V,3888888889,4,0111111111,9,0333333333,0100264668,0090865076,0111111111,M2_a,M2_b
stake,He staked his horse,He staked his name,FALSE,Polysemy,horse,name,M1_a_M2_a,V,0666666667,1,0333333333,15,0816496581,028088522,0128690422,0210818511,M1_a,M2_a
stake,He staked his horse,He staked his claim,FALSE,Polysemy,horse,claim,M1_a_M2_b,V,1357142857,15,0142857143,14,1277445941,0294953108,0117528498,0341411789,M1_a,M2_b
stake,He staked his tent,He staked his name,FALSE,Polysemy,tent,name,M1_b_M2_a,V,0777777778,1,0222222222,9,0666666667,0254777133,0099855304,0222222222,M1_b,M2_a
stake,He staked his tent,He staked his claim,FALSE,Polysemy,tent,claim,M1_b_M2_b,V,0733333333,0,0733333333,15,0883715102,031125623,009199506,0228174258,M1_b,M2_b
stake,He staked his horse,He staked his tent,TRUE,Polysemy,horse,tent,M1_a_M1_b,V,2461538462,3,0538461538,13,1330124344,012285012,006813097,0368910117,M1_a,M1_b
stake,He staked his name,He staked his claim,TRUE,Polysemy,name,claim,M2_a_M2_b,V,2181818182,2,0181818182,11,1167748416,0191575289,0075505853,0352089395,M2_a,M2_b
stall,They stalled the truck,They stalled the horse,FALSE,Polysemy,truck,horse,M1_a_M2_a,V,20625,2,00625,16,1289379696,0160481989,0079759598,0322344924,M1_a,M2_a
stall,They stalled the truck,They stalled the pig,FALSE,Polysemy,truck,pig,M1_a_M2_b,V,09,1,01,10,0875595036,0231238067,008733356,0276887462,M1_a,M2_b
stall,They stalled the bus,They stalled the horse,FALSE,Polysemy,bus,horse,M1_b_M2_a,V,1818181818,2,0181818182,11,107871978,0138819456,010032022,0325246251,M1_b,M2_a
stall,They stalled the bus,They stalled the pig,FALSE,Polysemy,bus,pig,M1_b_M2_b,V,0846153846,1,0153846154,13,1068188018,0183550537,0112087369,0296262051,M1_b,M2_b
stall,They stalled the truck,They stalled the bus,TRUE,Polysemy,truck,bus,M1_a_M1_b,V,32,4,08,10,1398411798,0068428814,0032469273,0442216639,M1_a,M1_b
stall,They stalled the horse,They stalled the pig,TRUE,Polysemy,horse,pig,M2_a_M2_b,V,3176470588,4,0823529412,17,1550616576,0178040326,0057151437,037607976,M2_a,M2_b
stay,They stayed wet,They stayed nearby,FALSE,Polysemy,wet,nearby,M1_a_M2_a,V,2428571429,2,0428571429,14,1089409559,0298734605,0206627786,0291156952,M1_a,M2_a
stay,They stayed wet,They stayed overnight,FALSE,Polysemy,wet,overnight,M1_a_M2_b,V,2066666667,2,0066666667,15,1222799287,0343555748,0149693429,0315725418,M1_a,M2_b
stay,They stayed cold,They stayed nearby,FALSE,Polysemy,cold,nearby,M1_b_M2_a,V,2923076923,3,0076923077,13,0862316499,0265157819,0193538725,0239163565,M1_b,M2_a
stay,They stayed cold,They stayed overnight,FALSE,Polysemy,cold,overnight,M1_b_M2_b,V,2,2,0,12,159544807,0338838518,0131733358,0460566186,M1_b,M2_b
